StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Intro,gender,age,races_1,races_2,races_3,races_4,races_5,races_6,races_7,employment_status,marital_status,children,household_income,education_level,state,country,political_orientaton,political_orientaton_4_TEXT,republican_strength,democrat_strength,party_alignment,political_Ideology_1,voted,vote_for,shopping_freq,monthly_spend,brands_type_pref_1,brands_type_pref_2,brands_type_pref_3,brands_type_pref_4,brands_type_pref_5,brands_type_pref_6,vacation_travel_freq,brand_importance,discount_importance,buy_decision_style,device_used_to_buy_1,device_used_to_buy_2,device_used_to_buy_3,device_used_to_buy_5,social_m_influence,eco_friendly_imp,pq_1,pq_2,pq_3,pq_4,pq_5,pq_6_reverse_score,pq_7_reverse_score,pq_8_reverse_score,pq_9_reverse_score,pq_attention_check_1,pq_10_reverse_score,pq_11,pq_12,pq_13,pq_attention_check_2,pq_14,pq_15_reverse_score,pq_16_reverse_score,pq_17_reverse_score,pq_18_reverse_score,pq_19_reverse_score,pq_20_reverse_score,p_1_openness_item_1,p_1_openness_item_2,p_1_openness_item_3,p_1_openness_item_4,p_1_openness_item_5,p_1_openness_item_6,p_1_consc_item_1,p_1_consc_item_2,p_1_consc_item_3,p_1_consc_item_4,p_1_consc_item_5,p_1_consc_item_6,p_1_extr_item_1,p_1_extr_item_2,p_1_extr_item_3,p_1_extr_item_4,p_1_extr_item_5,p_1_extr_item_6,p_1_agree_item_1,p_1_agree_item_2,p_1_agree_item_3,p_1_agree_item_4,p_1_agree_item_5,p_1_agree_item_6,p_1_neuro_item_1,p_1_neuro_item_2,p_1_neuro_item_3,p_1_neuro_item_4,p_1_neuro_item_5,p_1_neuro_item_6,p_2_openness_item_1,p_2_openness_item_2,p_2_openness_item_3,p_2_openness_item_4,p_2_openness_item_5,p_2_openness_item_6,p_2_consc_item_1,p_2_consc_item_2,p_2_consc_item_3,p_2_consc_item_4,p_2_consc_item_5,p_2_consc_item_6,p_2_extr_item_1,p_2_extr_item_2,p_2_extr_item_3,p_2_extr_item_4,p_2_extr_item_5,p_2_extr_item_6,p_2_agree_item_1,p_2_agree_item_2,p_2_agree_item_3,p_2_agree_item_4,p_2_agree_item_5,p_2_agree_item_6,p_2_neuro_item_1,p_2_neuro_item_2,p_2_neuro_item_3,p_2_neuro_item_4,p_2_neuro_item_5,p_2_neuro_item_6,p_3_openness_item_1,p_3_openness_item_2,p_3_openness_item_3,p_3_openness_item_4,p_3_openness_item_5,p_3_openness_item_6,p_3_consc_item_1,p_3_consc_item_2,p_3_consc_item_3,p_3_consc_item_4,p_3_consc_item_5,p_3_consc_item_6,p_3_extr_item_1,p_3_extr_item_2,p_3_extr_item_3,p_3_extr_item_4,p_3_extr_item_5,p_3_extr_item_6,p_3_agree_item_1,p_3_agree_item_2,p_3_agree_item_3,p_3_agree_item_4,p_3_agree_item_5,p_3_agree_item_6,p_3_agree_att_check,p_3_neuro_item_1,p_3_neuro_item_2,p_3_neuro_item_3,p_3_neuro_item_4,p_3_neuro_item_5,p_3_neuro_item_6,post_shop_survey_q_1,post_shop_survey_q_2,post_shop_survey_q_3,post_shop_survey_q_4_1,post_shop_survey_q_4_2,post_shop_survey_q_4_3,post_shop_survey_q_4_4,post_shop_survey_q_4_5,post_shop_survey_q_4_6,post_shop_survey_q_4_6_TEXT,post_shop_q1,post_shop_q2,seriousness_check,Q_TotalDuration,DeviceIdentifier,source,UserAgent,PROLIFIC_PID,STUDY_ID,SESSION_ID,EarlyExit,intellectImagination_score,extraversion_score,agreeableness_score,conscientiousness_score,neuroticism_score,CompleteExit
2024-12-11 12:22:24,2024-12-11 12:54:59,0,100,1955,1,2024-12-11 12:55:00,R_7OVxtWJfSZiTnea,anonymous,EN,1,,0,0,,2,2,41,1,,,,,,,1,1,2,4,6,51,,1,,1,,,6,1,1,3,4,,1,,1,,1,2,3,4,2,1,1,,,4,6,2,5,5,3,4,1,1,1,4,5,2,4,5,4,2,3,1,2,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,5,1,1,,1,1,1,,,5,5,2,1955,,prolific_final,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",668dc9c9cb393e15f3baf53e,675867a866926f4f99073407,675983f77e737fe8354313f8,,0.65,0.75,1,0.95,0.6,1
2024-12-11 12:23:15,2024-12-11 12:56:11,0,100,1976,1,2024-12-11 12:56:12,R_1s4QHP7xUGLajsH,anonymous,EN,0.6000000238,,0,0,,2,1,25,1,,,,,,,1,5,0,2,5,23,,1,,1,,,7,1,1,2,3,,,,1,,,4,5,5,2,1,1,1,1,6,6,5,5,5,5,5,3,5,5,5,5,1,5,5,5,2,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,1,1,1,1,1,,,5,5,2,1976,,prolific_final,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",66a0172986186ec228714d51,675867a866926f4f99073407,6759841c8dce9893d521e418,,0.8,0.7,0.6,0.8,0.6,1
2024-12-11 12:22:36,2024-12-11 12:57:14,0,100,2078,1,2024-12-11 12:57:15,R_5Rz5y2NIWZIsQG8,anonymous,EN,0.8999999762,,0,0,,2,2,43,1,,,,,,,1,1,1,6,6,34,,1,,2,,,6,1,1,2,2,,,,1,,1,5,3,5,2,1,,,,1,5,2,4,5,1,4,3,1,1,5,5,1,4,4,5,2,1,1,2,1,1,1,1,3,3,3,3,3,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,3,3,3,3,3,3,4,4,3,4,4,4,2,4,4,4,4,4,4,3,4,4,,,1,,,,,2,4,2,2078,,prolific_final,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/27.0 Chrome/125.0.0.0 Mobile Safari/537.36",63b6c18f4f13282703357493,675867a866926f4f99073407,67598401f9678d86c9a0340e,,0.75,0.65,0.9,1,0.4,1
2024-12-11 12:13:47,2024-12-11 12:59:07,0,100,2719,1,2024-12-11 12:59:07,R_12XAArNWEMb5YYU,anonymous,EN,1,,0,0,,2,1,27,,1,,,,,,1,1,1,5,5,14,,2,,,1,,5,1,1,3,4,,1,,,,,2,4,4,2,1,,1,1,5,5,4,5,5,2,4,2,1,1,4,5,2,1,5,2,2,1,1,4,1,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,,,5,4,2,2719,,prolific_final,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0,65ff2d92f1265649fabe1c78,675867a866926f4f99073407,675981c73c4e53347ab54bdc,,0.7,0.55,1,0.85,0.45,1
2024-12-11 12:29:30,2024-12-11 12:59:27,0,100,1797,1,2024-12-11 12:59:27,R_3Jlz4fFPqsbiPCZ,anonymous,EN,1,,0,0,,2,1,49,1,,,,,,,1,1,2,4,5,37,,2,,,2,,1,1,2,2,2,,,1,1,,1,5,4,5,2,,,,1,1,4,5,4,5,1,5,2,2,1,4,5,1,5,5,5,2,2,2,1,2,1,5,1,4,4,5,5,5,5,3,2,2,2,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,4,4,4,4,3,3,4,4,4,4,3,3,4,4,4,5,4,5,5,5,5,5,5,5,5,5,2,3,2,2,3,3,5,5,5,5,5,5,2,4,4,3,4,5,5,4,5,5,,,1,1,,,,4,5,2,1797,,prolific_final,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0,653bbf7e04cc8d9994f1f252,675867a866926f4f99073407,6759842ea9f903645e7cbaee,,0.85,0.95,0.85,1,0.3,1
2024-12-11 12:22:12,2024-12-11 13:00:09,0,100,2277,1,2024-12-11 13:00:10,R_5QyjqY0lt5jPymv,anonymous,EN,1,,0,0,,2,2,39,,1,,,,,,1,1,2,5,5,45,,3,,,,2,4,1,2,2,5,1,1,1,1,1,,5,4,3,2,1,1,1,1,5,5,2,4,4,1,4,2,2,2,4,5,2,4,4,4,2,4,1,3,2,1,2,1,5,5,5,5,5,5,4,4,4,4,4,4,5,5,4,5,5,5,4,4,4,4,4,4,5,4,4,4,4,4,5,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,2,5,5,5,5,5,5,4,5,5,1,,1,1,,,,3,4,2,2277,,prolific_final,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",656b6e1fe07ae01094b87cda,675867a866926f4f99073407,675983942e107c61752327fd,,0.7,0.65,0.8,0.85,0.55,1
2024-12-11 12:14:05,2024-12-11 13:03:05,0,100,2939,1,2024-12-11 13:03:06,R_71mvvu4QjPAqVz1,anonymous,EN,0.5,,0,0,,2,2,28,,1,,,,,,1,1,1,5,5,14,,2,,,1,,0,2,,2,3,,1,,1,1,1,2,3,5,2,1,,1,,4,6,4,4,4,4,4,4,3,4,5,5,2,3,2,5,2,3,3,3,2,2,4,1,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,5,4,4,3,2,3,3,3,2,3,3,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,3,2,3,3,4,4,3,2,5,5,5,5,5,5,4,4,5,4,4,3,5,5,5,5,5,5,2,4,4,4,4,4,4,4,4,3,1,,1,1,,,,3,3,2,2939,,prolific_final,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0,666a36bbca7c66fe603e3588,675867a866926f4f99073407,675981d0f7f837d5d6e21102,,0.8,0.6,0.65,0.75,0.5,1
2024-12-11 12:29:24,2024-12-11 13:04:29,0,100,2105,1,2024-12-11 13:04:30,R_7DbRKgaxPcCtqii,anonymous,EN,1,,0,0,,2,1,34,,1,,,,,,1,1,1,6,5,33,,2,,,1,,0,1,2,2,5,,1,,1,,,5,3,1,2,1,,,,2,6,2,5,5,1,5,4,1,1,5,5,1,4,5,5,2,1,1,1,1,1,5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,1,,1,,,,,5,5,2,2105,,prolific_final,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",5f888f1504ea37030833e9ec,675867a866926f4f99073407,67598292a50448547d24c1cd,,0.8,0.65,1,1,0.2,1
2024-12-11 12:51:38,2024-12-11 13:09:23,0,100,1065,1,2024-12-11 13:09:24,R_569zpWiSANzKQGM,anonymous,EN,1,,0,10,,2,2,33,,1,,,,,,1,4,0,2,5,34,,1,,2,,,6,2,,3,3,,1,,,,,2,1,3,2,1,,,1,2,1,3,4,1,2,5,4,1,3,4,5,1,3,5,3,2,2,1,2,1,3,2,1,4,4,5,5,4,4,4,4,5,4,4,4,4,5,5,4,4,4,3,4,4,3,4,4,4,5,5,4,4,4,4,5,4,5,5,4,4,4,5,5,4,4,4,4,5,4,4,4,2,3,3,3,2,2,5,5,4,5,5,5,4,4,5,4,5,4,4,5,4,4,5,4,5,5,4,5,5,4,5,5,4,4,5,5,2,4,4,4,5,4,4,4,5,2,1,,1,,,,,3,3,2,1065,,prolific_final,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",558acd52fdf99b65685f03d9,675867a866926f4f99073407,675989d4e145b6590d2e2f36,,0.8,0.6,0.95,0.5,0.5,1
2024-12-11 12:23:18,2024-12-11 13:14:05,0,100,3046,1,2024-12-11 13:14:05,R_3SNU5HSiv0rmKcN,anonymous,EN,0.6000000238,,0,0,,2,2,24,,1,,,,,,1,5,0,5,5,33,,3,,,,1,6,1,1,3,3,,1,1,,,1,4,3,4,2,1,,,,2,2,5,4,4,2,5,4,4,3,4,5,5,4,4,4,2,2,1,1,1,2,4,5,4,5,5,5,5,5,2,5,5,5,5,5,1,5,5,5,5,5,4,5,5,5,5,5,2,5,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,2,4,4,4,4,4,4,5,4,4,1,,1,1,,,,4,3,2,3046,,prolific_final,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",66935662e0a8b35901c8664c,675867a866926f4f99073407,6759839b27612be4604d9b03,,0.4,0.8,0.75,0.75,0.4,1
2024-12-11 13:00:24,2024-12-11 13:15:19,0,100,894,1,2024-12-11 13:15:19,R_3mmvDeOCeC41nMa,anonymous,EN,1,,0,0,,2,2,43,1,,,,,,,4,1,3,5,5,39,,1,,2,,,5,1,1,2,4,,,,1,1,1,5,4,3,1,1,,1,,5,2,4,5,4,1,4,2,2,2,4,5,2,4,4,4,2,2,1,2,1,1,4,2,3,3,3,3,2,2,4,4,3,4,3,3,4,4,3,4,4,4,3,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,2,3,3,3,3,5,5,4,4,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,3,3,3,2,5,4,4,4,4,4,4,5,5,1,,1,,,,,5,3,2,894,,prolific_final,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",66b91ee649636fce844ef133,675867a866926f4f99073407,67598cbf7b0d0fd95723c20e,,0.65,0.8,0.9,0.85,0.35,1
2024-12-11 12:28:42,2024-12-11 13:16:03,0,100,2841,1,2024-12-11 13:16:04,R_1Y2NCwGqeJKE9qe,anonymous,EN,1,,0,25,,2,1,33,,1,,,,,,1,5,1,5,6,48,,2,,,2,,1,1,2,3,3,,1,,,,,2,3,4,2,,,1,,5,5,4,5,5,1,5,5,1,1,4,5,5,4,5,1,2,1,1,4,1,1,5,1,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,5,4,4,4,4,4,5,5,5,4,5,4,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,,1,1,1,,,,5,2,2,2841,,prolific_final,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",66101f7b8fd64c6f3b372d7c,675867a866926f4f99073407,6759836172ab7a6fe5b3311b,,0.6,0.55,1,0.8,0.25,1
2024-12-11 12:28:50,2024-12-11 13:26:37,0,100,3467,1,2024-12-11 13:26:38,R_3j8KQjxxvS5W1Rj,anonymous,EN,0.5,,0,0,,2,2,34,,1,,,,,,1,5,1,5,6,48,,2,,,2,,1,1,2,3,3,,1,,,,,2,4,4,2,,,1,,5,5,4,5,5,2,5,5,1,1,4,5,1,4,5,2,2,1,1,4,1,1,4,1,5,5,4,5,5,5,4,4,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,4,5,5,4,4,4,4,4,5,4,5,5,5,5,5,4,4,5,4,4,4,4,4,4,5,5,5,4,4,4,4,4,5,4,5,4,5,5,5,2,4,4,4,4,4,4,3,5,4,1,1,1,1,,,,5,5,2,3467,,prolific_final,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",660fe3fb34a484613d003bdb,675867a866926f4f99073407,675983694553a94d4936a51e,,0.8,0.55,1,0.85,0.35,1
2024-12-11 12:34:24,2024-12-11 13:35:46,0,100,3682,1,2024-12-11 13:35:47,R_60x7ST4oou0ClZu,anonymous,EN,1,,0,0,,2,2,52,1,,,,,,,4,4,0,2,5,18,,1,,1,,,6,2,,2,3,,1,,1,,,2,1,5,2,,,,1,1,4,2,4,4,2,4,4,2,2,4,5,4,2,4,4,2,2,4,4,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,1,1,2,1,1,1,4,4,3,4,4,4,5,5,4,5,5,5,1,1,1,1,1,1,2,2,3,2,2,2,1,1,2,1,1,1,3,3,3,3,4,4,4,4,4,4,4,5,2,2,2,2,2,2,4,4,4,4,4,4,2,2,2,1,2,2,2,2,3,2,2,2,2,4,4,4,5,4,5,3,4,4,1,,1,,,,,3,4,2,3682,,prolific_final,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",652359572fd30ff57dfea7fb,675867a866926f4f99073407,67598528293cd7a1bc3e122e,,0.7,0.4,0.8,0.8,0.5,1
2024-12-11 12:28:51,2024-12-11 13:36:14,0,100,4043,1,2024-12-11 13:36:15,R_1LcUoJyhGMY6Zqt,anonymous,EN,1,,0,25,,2,1,36,,1,,,,,,1,5,1,5,6,48,,2,,,2,,1,1,2,3,3,,1,,,,,2,4,4,2,,,1,,5,5,4,5,5,1,5,5,1,5,4,5,1,4,5,1,2,1,1,5,1,1,4,1,4,4,4,5,5,5,4,5,5,5,5,5,4,4,5,5,5,5,4,4,4,4,4,4,5,5,4,5,5,5,4,4,4,4,5,5,4,4,4,4,4,4,4,4,5,4,5,5,4,4,4,5,5,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,5,4,5,5,3,5,4,1,1,1,1,,,,5,5,2,4043,,prolific_final,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",65c20d2414509f6991b7bf80,675867a866926f4f99073407,675983702193a4b03a28d881,,0.8,0.5,1,0.6,0.3,1
2024-12-11 13:30:44,2024-12-11 13:39:18,0,100,514,1,2024-12-11 13:39:19,R_3Bb10NEjaEiYaWD,anonymous,EN,1,,0,20,,2,1,24,1,,,,,,,1,5,0,2,2,39,,3,,,,2,2,1,2,2,2,,1,,1,,,2,1,3,2,1,1,,1,2,2,2,4,5,2,5,4,2,1,5,5,1,4,2,3,2,1,2,4,2,2,4,1,2,2,2,2,1,2,4,4,4,4,4,4,2,2,1,2,2,2,4,4,2,4,4,4,4,4,5,4,4,4,4,4,5,4,4,5,4,5,4,5,4,4,2,2,2,2,2,2,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,2,2,3,2,2,2,2,2,2,2,2,2,5,5,4,5,4,4,2,4,5,5,4,5,4,4,4,4,,,1,1,,,,3,4,2,514,,prolific_final,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 OPR/114.0.0.0 (Edition std-1)",62a96f8f6ab7e0c3ce90095f,675867a866926f4f99073407,675993f490bca2283b0398e0,,0.85,0.5,0.7,0.85,0.3,1
2024-12-11 13:02:56,2024-12-11 13:42:52,0,100,2396,1,2024-12-11 13:42:53,R_3RkLPZB4L75lFsy,anonymous,EN,1,,0,0,,2,1,34,,1,,,,,,1,1,2,4,6,10,,1,,1,,,5,1,1,3,4,,1,,1,,,2,4,3,2,1,,1,,4,5,1,4,5,1,5,4,2,2,5,5,2,4,4,4,2,2,2,4,2,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,4,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,1,,1,,,,,3,2,2,2396,,prolific_final,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",668f9d85aafbc520c57fff38,675867a866926f4f99073407,67598cd8c6319975630e365f,,0.8,0.45,0.8,0.9,0.4,1
2024-12-11 13:33:39,2024-12-11 14:27:47,0,100,3247,1,2024-12-11 14:27:48,R_6C3fkCfZ4mD7EB3,anonymous,EN,0.8999999762,,0,0,,2,1,28,,1,,,,,,3,5,0,3,5,10,,2,,,2,,2,1,2,3,3,,1,,,,,2,4,3,2,1,,1,,5,5,2,4,5,1,4,4,2,1,5,5,3,4,4,2,2,1,2,4,1,1,5,2,4,5,4,4,4,5,5,5,5,5,5,5,2,2,3,2,3,3,3,2,2,2,2,3,4,4,3,4,3,3,3,4,3,3,2,3,5,5,5,5,5,5,3,4,3,3,4,4,5,4,4,4,4,5,5,5,5,5,5,5,4,4,5,4,4,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,2,3,3,4,4,3,4,4,5,2,1,,1,1,1,,,4,4,2,3247,,prolific_final,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",6725dcfbb8d67f923daabbc3,675867a866926f4f99073407,675993f5304b08618229baca,,0.65,0.5,0.85,0.85,0.2,1
2024-12-11 17:59:39,2024-12-11 18:00:22,0,100,42,1,2024-12-11 18:00:23,R_1dSUsnRlU8AjiKE,anonymous,EN,1,,0,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,prolific_final,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",63d569384ae2cf6d4dce7c32,675867a866926f4f99073407,6759d3057d99cbdeff5c893a,,,,,,,
2024-12-11 17:58:49,2024-12-11 18:04:17,0,100,328,1,2024-12-11 18:04:18,R_1fBgEL3cdBT5POK,anonymous,EN,1,,0,0,,2,2,31,1,,,,,,,1,5,1,2,2,6,,2,,,1,,2,1,1,1,3,1,1,1,1,,1,5,5,5,1,1,1,,,6,6,4,5,5,4,5,1,1,1,4,5,1,1,4,5,4,4,1,5,1,3,1,1,5,5,4,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,1,1,1,1,1,,,5,5,2,328,,prolific_final,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",663e3d54f8d2431b170e185d,675867a866926f4f99073407,6759d2cfe91ab03c7b060685,,0.8,0.55,0.95,0.9,0.75,1
2024-12-11 17:58:50,2024-12-11 18:05:27,0,100,396,1,2024-12-11 18:05:28,R_18D3CdiBTjnGBkB,anonymous,EN,1,,0,0,,2,2,46,1,,,,,1,,4,1,5,2,3,36,,3,,,,1,4,1,1,3,4,,1,1,1,,,1,3,4,2,1,,1,,4,4,3,5,4,4,4,3,3,4,3,5,3,5,5,5,2,5,3,4,3,4,1,2,3,5,4,4,3,3,3,4,4,4,3,3,5,3,3,5,5,3,5,3,2,3,3,4,5,5,5,4,3,3,3,4,4,4,4,3,1,3,4,3,3,4,3,4,3,3,3,2,3,2,4,5,3,3,3,4,3,4,5,3,5,5,5,4,4,3,3,2,3,5,3,3,3,2,2,4,4,4,3,2,4,3,4,3,2,4,4,3,4,4,4,4,3,4,,,1,,1,,,4,3,2,396,,prolific_final,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",66e9977b1c4319605e488650,675867a866926f4f99073407,6759d2c74f2092fc8f5c95ad,,0.7,0.65,0.8,0.65,0.85,1
2024-12-11 17:58:52,2024-12-11 18:05:57,0,100,424,1,2024-12-11 18:05:58,R_1d3SfDoVgBy6OWo,anonymous,EN,1,,0,0,,2,1,46,1,,,,,,,1,1,0,5,5,11,,1,,2,,,4,1,2,1,4,1,1,1,,,1,5,2,3,2,1,,1,,1,1,2,4,5,1,3,5,2,1,5,5,2,4,2,5,2,1,4,5,2,1,5,4,3,2,3,3,2,2,4,4,4,5,4,4,5,5,5,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,2,2,1,1,2,2,5,5,5,5,5,5,3,3,2,3,3,3,2,2,1,3,1,1,5,5,5,5,5,5,2,3,2,2,2,2,1,1,3,2,1,1,4,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,4,5,4,1,,,1,,,,4,5,2,424,,prolific_final,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",664521e03117b782ed4fff45,675867a866926f4f99073407,6759d2c967e4b6bd01f41284,,0.65,0.4,0.7,1,0.2,1
